"Date","Department","Category","CustomerCode","Price","Quantity"
"10/13/2016","Kabobs","Chicken","C5010176D9L",33,17
"11/23/2016","Sides","Yogurt","CWM11331L8O",12,14
"6/26/2016","Kabobs","Beef","CWM11331L8O",28,14
"9/11/2014","Sides","Yogurt","CWM11331L8O",12,13
"9/13/2016","Kabobs","Beef","CWM11331L8O",28,12
"1/30/2017","Kabobs","Chicken","CWM11331L8O",33,22
"5/28/2016","Sides","Yogurt","CWM11331L8O",12,18
"12/15/2016","Sides","Yogurt","CCL10488NIR",12,19
"11/1/2014","Sides","Rice","CWM11331L8O",9,9
"3/15/2015","Kabobs","Beef","CWM11331L8O",25,8
"6/27/2016","Kabobs","Lamb","CWM11331L8O",28,6
"12/17/2015","Sides","Yogurt","CD08521Y6L",12,13
"7/2/2014","Kabobs","Chicken","CWM11331L8O",33,10
"2/23/2014","Sides","Yogurt","C533090U2B",12,11
"5/13/2015","Sides","Yogurt","CZI7036GDZ",12,17
"3/20/2017","Entrees","Beef and Broccoli","CWM11331L8O",31,8
"7/19/2016","Sides","Yogurt","CWM11331L8O",12,6
"8/7/2014","Entrees","Beef and Broccoli","CWM11331L8O",15,17
"2/10/2014","Entrees","Lamb Chops","CWM11331L8O",23,18
"9/24/2014","Kabobs","Lamb","CWM11331L8O",28,12
"3/25/2015","Kabobs","Chicken","CWM11331L8O",33,12
"5/19/2014","Sides","Yogurt","CWM11331L8O",12,13
"8/6/2015","Kabobs","Pork","CWM11331L8O",28,3
"6/29/2016","Sides","Yogurt","CWM11331L8O",12,20
"11/11/2014","Sides","Roll","CWM11331L8O",5,12
"2/14/2015","Kabobs","Chicken","CWM11331L8O",33,13
"5/24/2015","Sides","Rice","CWM11331L8O",9,12
"5/21/2014","Sides","Roll","CWM11331L8O",5,15
"12/20/2014","Kabobs","Beef","CWM11331L8O",25,2
"3/23/2016","Kabobs","Chicken","CWM11331L8O",33,19
"5/26/2016","Entrees","Lamb Chops","CWM11331L8O",29,7
"12/7/2015","Sides","Yogurt","CWM11331L8O",12,16
"10/17/2015","Sides","Yogurt","CWM11331L8O",12,9
"1/20/2016","Kabobs","Beef","CWM11331L8O",25,13
"8/16/2014","Sides","Yogurt","CWM11331L8O",12,11
"9/15/2014","Sides","Rice","CMY5181FRX",9,14
"2/6/2014","Kabobs","Beef","CWM11331L8O",25,5
"5/22/2016","Sides","Yogurt","CWM11331L8O",12,15
"3/22/2014","Sides","Yogurt","CWM11331L8O",12,9
"4/26/2015","Sides","Yogurt","CWM11331L8O",12,14
"4/8/2014","Kabobs","Chicken","CWM11331L8O",33,2
"1/11/2017","Kabobs","Chicken","CWM11331L8O",33,19
"9/17/2015","Sides","Yogurt","CWM11331L8O",12,9
"2/19/2014","Kabobs","Chicken","CWM11331L8O",33,19
"8/8/2016","Sides","Roll","CDL98505TS",5,12
"4/10/2016","Sides","Yogurt","CWM11331L8O",12,5
"2/15/2016","Sides","Chips","CWM11331L8O",8,9
"9/18/2014","Kabobs","Chicken","CWM11331L8O",33,10
"6/14/2015","Kabobs","Beef","CWM11331L8O",25,19
"7/2/2015","Sides","Yogurt","CWM11331L8O",12,4
"4/13/2016","Kabobs","Beef","CWM11331L8O",28,9
"12/11/2016","Kabobs","Chicken","CWM11331L8O",33,15
"10/22/2014","Kabobs","Beef","CWM11331L8O",25,11
"9/18/2014","Kabobs","Beef","CWM11331L8O",25,10
"3/28/2015","Sides","Rice","CWM11331L8O",9,4
"3/16/2015","Kabobs","Beef","CWM11331L8O",25,13
"2/16/2015","Kabobs","Chicken","CWM11331L8O",33,15
"3/6/2014","Sides","Yogurt","CWM11331L8O",12,15
"4/14/2016","Kabobs","Pork","CWM11331L8O",29,7
"1/13/2015","Kabobs","Chicken","CWM11331L8O",33,7
"6/26/2016","Entrees","Beef and Broccoli","CWM11331L8O",13,10
"5/12/2014","Sides","Yogurt","CWM11331L8O",12,6
"10/17/2015","Entrees","Lamb Chops","CWM11331L8O",29,9
"12/30/2014","Entrees","Lamb Chops","CWM11331L8O",32,5
"1/21/2015","Kabobs","Chicken","CWM11331L8O",33,6
"2/11/2015","Sides","Yogurt","CWM11331L8O",12,3
"1/23/2014","Sides","Rice","CWM11331L8O",9,3
"12/5/2015","Sides","Yogurt","CWM11331L8O",12,12
"7/15/2014","Kabobs","Chicken","CWM11331L8O",33,7
"3/23/2017","Kabobs","Beef","CWM11331L8O",28,8
"1/24/2017","Sides","Rice","CWM11331L8O",9,9
"7/25/2016","Entrees","Lamb Chops","CWM11331L8O",21,9
"4/9/2016","Kabobs","Chicken","CWM11331L8O",33,18
"12/16/2015","Entrees","Beef and Broccoli","CWM11331L8O",27,6
"9/30/2015","Entrees","Lamb Chops","CWM11331L8O",28,13
"9/6/2014","Kabobs","Chicken","CWM11331L8O",33,7
"6/30/2016","Sides","Yogurt","C9596135YS",12,13
"10/16/2014","Kabobs","Beef","CWM11331L8O",25,8
"4/28/2015","Kabobs","Chicken","CWM11331L8O",33,3
"3/11/2014","Entrees","Lamb Chops","CWM11331L8O",16,14
"11/17/2015","Entrees","Lamb Chops","CWM11331L8O",24,8
"3/10/2015","Kabobs","Chicken","C6W65015CG",33,13
"3/9/2014","Kabobs","Chicken","CWM11331L8O",33,19
"3/25/2015","Kabobs","Beef","CBI2520186",25,11
"3/28/2015","Kabobs","Chicken","CWM11331L8O",33,13
"6/8/2016","Kabobs","Beef","CWM11331L8O",28,10
"9/17/2015","Sides","Yogurt","CWM11331L8O",12,9
"1/21/2017","Sides","Rice","CWM11331L8O",9,15
"6/17/2015","Sides","Yogurt","CWM11331L8O",12,15
"4/27/2015","Sides","Yogurt","CWM11331L8O",12,12
"10/25/2016","Kabobs","Beef","C0G9425MC0",28,4
"9/29/2016","Sides","Roll","CWM11331L8O",5,11
"11/1/2016","Kabobs","Lamb","CWM11331L8O",28,8
"8/14/2014","Kabobs","Chicken","CWM11331L8O",33,5
"3/26/2016","Kabobs","Chicken","CWM11331L8O",33,19
"4/5/2014","Sides","Yogurt","C4935666HH",12,6
"6/19/2014","Kabobs","Chicken","CWM11331L8O",33,NA
"3/4/2015","Sides","Yogurt","CWM11331L8O",12,8
"7/3/2014","Sides","Rice","CWM11331L8O",9,9
"12/23/2014","Entrees","Lamb Chops","CWM11331L8O",30,10
"7/15/2015","Sides","Rice","CWM11331L8O",9,13
"8/10/2014","Kabobs","Chicken","CWM11331L8O",33,22
"10/14/2015","Kabobs","Lamb","CWM11331L8O",28,15
"12/30/2014","Sides","Yogurt","CWM11331L8O",12,13
"9/16/2014","Sides","Rice","CWM11331L8O",9,6
"4/22/2014","Sides","Rice","CWM11331L8O",9,18
"6/15/2016","Entrees","Lamb Chops","CWM11331L8O",17,10
"3/24/2015","Kabobs","Beef","CWM11331L8O",25,9
"1/13/2016","Sides","Yogurt","CWM11331L8O",12,16
"4/16/2014","Sides","Rice","CWM11331L8O",9,1
"8/30/2015","Kabobs","Beef","CWM11331L8O",25,14
"7/31/2016","Kabobs","Beef","CWM11331L8O",28,11
"7/23/2016","Sides","Yogurt","CWM11331L8O",12,6
"3/9/2014","Sides","Yogurt","CWM11331L8O",12,16
"5/11/2016","Kabobs","Beef","CWM11331L8O",28,15
"4/17/2016","Kabobs","Chicken","CWM11331L8O",33,14
"2/9/2017","Kabobs","Beef","CWM11331L8O",28,3
"5/7/2015","Entrees","Beef and Broccoli","CWM11331L8O",26,8
"10/18/2014","Kabobs","Chicken","CWM11331L8O",33,18
"9/28/2016","Sides","Roll","CWM11331L8O",5,9
"9/6/2016","Sides","Rice","CWM11331L8O",9,12
"9/18/2014","Entrees","Lamb Chops","CWM11331L8O",32,14
"6/19/2014","Kabobs","Beef","CWM11331L8O",25,10
"2/10/2014","Kabobs","Chicken","CWM11331L8O",33,14
"3/24/2015","Kabobs","Chicken","CWM11331L8O",33,8
"2/16/2016","Kabobs","Beef","CWM11331L8O",25,13
"3/25/2015","Sides","Roll","CWM11331L8O",5,13
"8/16/2016","Kabobs","Chicken","CWM11331L8O",33,8
"5/13/2015","Entrees","Lamb Chops","CWM11331L8O",36,14
"8/5/2015","Sides","Roll","CWM11331L8O",5,5
"10/20/2016","Sides","Chips","CWM11331L8O",8,9
"2/17/2015","Sides","Roll","CWM11331L8O",5,10
"9/6/2016","Entrees","Beef and Broccoli","CWM11331L8O",28,17
"2/28/2017","Sides","Yogurt","CWM11331L8O",12,11
"1/13/2016","Sides","Roll","CWM11331L8O",5,10
"10/20/2016","Entrees","Beef and Broccoli","CWM11331L8O",28,15
"5/13/2014","Kabobs","Lamb","CWM11331L8O",28,18
"5/24/2015","Sides","Yogurt","CWM11331L8O",12,7
"7/20/2014","Kabobs","Chicken","CWM11331L8O",33,12
"3/30/2015","Entrees","Beef and Broccoli","CWM11331L8O",15,13
"5/23/2015","Entrees","Beef and Broccoli","CWM11331L8O",29,3
"10/6/2016","Kabobs","Chicken","CWM11331L8O",33,7
"9/8/2016","Kabobs","Chicken","CWM11331L8O",33,6
"6/4/2015","Kabobs","Chicken","C167231OBT",33,11
"12/29/2015","Sides","Yogurt","CWM11331L8O",12,7
"10/25/2015","Entrees","Lamb Chops","CWM11331L8O",16,7
"8/26/2015","Kabobs","Chicken","CWM11331L8O",33,8
"1/11/2017","Sides","Rice","CWM11331L8O",9,12
"2/5/2015","Sides","Rice","CWM11331L8O",9,7
"6/27/2016","Sides","Yogurt","CWM11331L8O",12,9
"10/12/2014","Kabobs","Chicken","CWM11331L8O",33,18
"9/11/2016","Sides","Roll","CWM11331L8O",5,13
"3/30/2014","Kabobs","Beef","CJV24907OI",25,20
"6/30/2015","Kabobs","Beef","CB87441M1O",25,9
"11/22/2015","Kabobs","Chicken","CWM11331L8O",33,12
"9/17/2015","Kabobs","Chicken","CWM11331L8O",33,17
"5/4/2016","Kabobs","Beef","CWM11331L8O",28,17
"4/22/2015","Kabobs","Beef","CWM11331L8O",25,10
"4/1/2015","Kabobs","Beef","CWM11331L8O",25,19
"5/10/2015","Kabobs","Chicken","CWM11331L8O",33,7
"3/4/2014","Entrees","Beef and Broccoli","C903233Z0S",27,13
"2/4/2015","Kabobs","Beef","CWM11331L8O",25,16
"8/18/2015","Sides","Yogurt","CWM11331L8O",12,11
"1/7/2015","Kabobs","Chicken","CWM11331L8O",33,9
"5/23/2016","Kabobs","Chicken","CWM11331L8O",33,23
"2/20/2016","Kabobs","Chicken","CWM11331L8O",33,11
"12/19/2015","Sides","Roll","CWM11331L8O",5,20
"3/17/2016","Sides","Yogurt","CWM11331L8O",12,10
"12/1/2015","Kabobs","Chicken","CWM11331L8O",33,13
"5/3/2014","Sides","Rice","CWM11331L8O",9,14
"7/5/2014","Sides","Yogurt","CWM11331L8O",12,18
"4/7/2015","Kabobs","Beef","CWM11331L8O",25,14
"3/13/2014","Kabobs","Beef","CWM11331L8O",25,5
"3/2/2014","Sides","Yogurt","CWM11331L8O",12,19
"6/4/2016","Kabobs","Beef","CWM11331L8O",28,13
"11/17/2016","Kabobs","Beef","CWM11331L8O",28,17
"6/4/2016","Sides","Yogurt","CWM11331L8O",12,14
"2/21/2015","Kabobs","Beef","CWM11331L8O",25,21
"10/18/2015","Entrees","Beef and Broccoli","CWM11331L8O",38,6
"1/4/2014","Kabobs","Chicken","CWM11331L8O",33,17
"12/16/2014","Kabobs","Chicken","CIA5949R33",33,11
"12/23/2014","Kabobs","Beef","CWM11331L8O",25,11
"9/22/2014","Kabobs","Lamb","CLT52509AR",28,12
"2/13/2017","Kabobs","Beef","CWM11331L8O",28,7
"11/3/2014","Kabobs","Beef","CWM11331L8O",25,14
"6/25/2014","Sides","Rice","CWM11331L8O",9,10
"11/5/2014","Sides","Yogurt","CFK35910Z3",12,6
"3/19/2017","Kabobs","Lamb","CWM11331L8O",30,6
"10/6/2016","Sides","Yogurt","CWM11331L8O",12,6
"7/12/2014","Sides","Rice","CWM11331L8O",9,9
"2/11/2015","Sides","Rice","CWM11331L8O",9,7
"12/20/2014","Sides","Yogurt","C8T5965P1G",12,14
"11/18/2014","Kabobs","Chicken","CWM11331L8O",33,6
"9/10/2014","Sides","Rice","CWM11331L8O",9,12
"3/23/2015","Kabobs","Chicken","CWM11331L8O",33,6
"8/4/2016","Kabobs","Chicken","CWM11331L8O",33,14
"4/3/2014","Entrees","Lamb Chops","CWM11331L8O",23,23
"8/30/2014","Kabobs","Chicken","CWM11331L8O",33,10
"12/17/2014","Kabobs","Chicken","CWM11331L8O",33,4
"2/3/2016","Kabobs","Chicken","CWM11331L8O",33,14
"7/16/2015","Entrees","Beef and Broccoli","CWM11331L8O",14,7
"2/4/2014","Sides","Yogurt","CWM11331L8O",12,18
"9/13/2014","Entrees","Lamb Chops","CWM11331L8O",30,14
"3/31/2015","Kabobs","Chicken","CWM11331L8O",33,8
"7/10/2016","Entrees","Beef and Broccoli","CWM11331L8O",20,10
"1/8/2014","Kabobs","Beef","CFV2613Q55",25,13
"10/26/2015","Kabobs","Pork","CWM11331L8O",28,3
"3/16/2014","Kabobs","Chicken","CWM11331L8O",33,13
"12/1/2016","Sides","Yogurt","CWM11331L8O",12,NA
"8/14/2016","Kabobs","Lamb","CWM11331L8O",28,16
"3/19/2017","Kabobs","Beef","CVV1101420S",28,10
"9/11/2014","Sides","Rice","CWM11331L8O",9,14
"8/22/2015","Sides","Yogurt","CWM11331L8O",12,1
"7/8/2014","Kabobs","Beef","CWM11331L8O",25,8
"1/19/2015","Sides","Rice","CWM11331L8O",9,12
"7/25/2015","Kabobs","Lamb","CWM11331L8O",28,15
"7/25/2015","Kabobs","Lamb","CWM11331L8O",28,15
"2/27/2014","Kabobs","Pork","CWM11331L8O",28,17
"6/4/2016","Sides","Yogurt","CWM11331L8O",12,17
"7/23/2014","Entrees","Lamb Chops","CWM11331L8O",30,13
"4/9/2014","Sides","Yogurt","CWM11331L8O",12,11
"3/30/2017","Kabobs","Chicken","CWM11331L8O",33,4
"3/13/2014","Kabobs","Chicken","CWM11331L8O",33,3
"12/11/2014","Sides","Yogurt","CWM11331L8O",12,4
"6/15/2015","Entrees","Beef and Broccoli","CWM11331L8O",27,8
"4/29/2015","Kabobs","Chicken","CWM11331L8O",33,14
"7/15/2015","Sides","Yogurt","CWM11331L8O",12,12
"8/18/2015","Kabobs","Beef","CWM11331L8O",25,7
"10/28/2015","Entrees","Lamb Chops","C0482761N1",19,9
"7/21/2015","Kabobs","Chicken","CWM11331L8O",33,7
"10/8/2015","Kabobs","Beef","CWM11331L8O",25,9
"7/13/2016","Kabobs","Lamb","CWM11331L8O",28,17
"9/21/2015","Kabobs","Chicken","CWM11331L8O",33,12
"1/28/2015","Kabobs","Chicken","CWM11331L8O",33,11
"7/13/2016","Kabobs","Chicken","CWM11331L8O",33,10
"7/15/2014","Kabobs","Chicken","CWM11331L8O",33,4
"12/31/2014","Kabobs","Lamb","CWM11331L8O",28,10
"6/10/2015","Kabobs","Beef","CWM11331L8O",25,12
"12/17/2015","Sides","Yogurt","CWM11331L8O",12,10
"3/25/2015","Kabobs","Chicken","CWM11331L8O",33,14
"3/1/2017","Kabobs","Chicken","CWM11331L8O",33,1
"3/8/2016","Kabobs","Lamb","CWM11331L8O",28,5
"6/25/2015","Entrees","Lamb Chops","CWM11331L8O",33,9
"8/12/2014","Kabobs","Chicken","CWM11331L8O",33,13
"6/2/2015","Sides","Yogurt","CWM11331L8O",12,14
"4/14/2016","Kabobs","Chicken","CWM11331L8O",33,12
"2/7/2016","Sides","Rice","CWM11331L8O",9,3
"9/25/2016","Kabobs","Chicken","CWM11331L8O",33,16
"3/18/2017","Sides","Yogurt","CWM11331L8O",12,9
"2/25/2015","Kabobs","Chicken","CWM11331L8O",33,14
"8/12/2014","Sides","Yogurt","CWM11331L8O",12,21
"3/22/2015","Entrees","Lamb Chops","CMU6606DNC",32,15
"5/17/2015","Kabobs","Beef","CWM11331L8O",25,16
"5/25/2014","Sides","Chips","CWM11331L8O",8,15
"3/8/2017","Sides","Rice","CWM11331L8O",9,17
"11/5/2015","Sides","Roll","CWM11331L8O",5,13
"3/6/2016","Kabobs","Beef","CWM11331L8O",25,17
"2/1/2015","Entrees","Beef and Broccoli","CWM11331L8O",37,13
"8/31/2016","Sides","Roll","CWM11331L8O",5,6
"3/6/2016","Entrees","Beef and Broccoli","CWM11331L8O",28,5
"1/29/2015","Kabobs","Chicken","CWM11331L8O",33,15
"8/25/2014","Entrees","Beef and Broccoli","CEE4984ZKL",26,15
"5/4/2015","Kabobs","Chicken","CWM11331L8O",33,8
"9/30/2014","Sides","Rice","CWM11331L8O",9,9
"7/23/2015","Entrees","Lamb Chops","CWM11331L8O",37,1
"4/20/2016","Kabobs","Beef","CWM11331L8O",28,16
"1/27/2015","Sides","Yogurt","CWM11331L8O",12,19
"7/20/2016","Kabobs","Chicken","CWM11331L8O",33,12
"8/14/2014","Kabobs","Chicken","CWM11331L8O",33,9
"7/13/2014","Kabobs","Lamb","CWM11331L8O",28,17
"5/23/2015","Kabobs","Chicken","CWM11331L8O",33,19
"8/26/2015","Sides","Roll","CWM11331L8O",5,21
"2/19/2015","Kabobs","Chicken","CWM11331L8O",33,6
"4/13/2014","Sides","Yogurt","CWM11331L8O",12,13
"1/26/2016","Sides","Rice","CWM11331L8O",9,13
"3/13/2014","Sides","Chips","CWM11331L8O",8,13
"4/10/2014","Kabobs","Beef","CWM11331L8O",25,5
"5/6/2014","Sides","Rice","CWM11331L8O",9,3
"4/27/2015","Kabobs","Lamb","C1K661963X",28,14
"10/25/2014","Kabobs","Beef","CWM11331L8O",25,8
"2/3/2015","Kabobs","Chicken","C4E6258O45",33,14
"5/10/2015","Kabobs","Chicken","CWM11331L8O",33,7
"3/5/2014","Kabobs","Beef","CWM11331L8O",25,7
"6/22/2015","Kabobs","Chicken","CWM11331L8O",33,13
"4/8/2015","Entrees","Beef and Broccoli","CWM11331L8O",14,8
"6/10/2015","Kabobs","Beef","CWM11331L8O",25,9
"8/2/2015","Kabobs","Beef","CWM11331L8O",25,14
"9/23/2014","Sides","Roll","CWM11331L8O",5,23
"8/20/2014","Entrees","Beef and Broccoli","CHF49525LU",25,8
"1/7/2016","Kabobs","Lamb","CWM11331L8O",28,17
"4/23/2014","Kabobs","Beef","CWM11331L8O",25,14
"3/19/2014","Sides","Chips","CWM11331L8O",8,16
"2/18/2014","Kabobs","Lamb","CWM11331L8O",28,5
"7/22/2015","Entrees","Beef and Broccoli","CWM11331L8O",14,5
"5/17/2014","Sides","Roll","CWM11331L8O",5,5
"12/21/2016","Sides","Rice","CWM11331L8O",9,15
"10/2/2016","Sides","Yogurt","CWM11331L8O",12,6
"5/13/2015","Entrees","Beef and Broccoli","CWM11331L8O",19,13
"9/10/2015","Entrees","Lamb Chops","CWM11331L8O",30,6
"6/4/2014","Kabobs","Beef","CWM11331L8O",25,8
"4/5/2016","Entrees","Beef and Broccoli","CWM11331L8O",19,16
"7/26/2016","Kabobs","Chicken","CTJ9767P6N",33,13
"3/22/2017","Kabobs","Beef","CWM11331L8O",28,9
"2/8/2014","Entrees","Lamb Chops","CWM11331L8O",19,13
"9/11/2014","Entrees","Lamb Chops","CWM11331L8O",38,11
