"Invoice","Whs","EventDate","EventType","Div","SplitVendors","ItemorServiceDescription","ItemDept","DoorCount","MembersSampled","UnitsPurchased","UnitsSold","UnitCost","UnitTax","ProductChargeplusTax","LaborCharge","SupplyCharge","LaborandSupplyTax","EnhancementMiscOther","Total"
"I-1007258","Whs-40","2019-12-29","Regular","A",NA,"Apple Scones","Dept-01","4,209 customers",0,17,"77","$9.99",0,169.83,163,8.5,0,0,341.33
"I-1007258","Whs-41","2019-12-29","Regular","A",NA,"Apple Scones","Dept-01","1,807 customers",0,11,"65","$9.99",0,109.89,163,8.5,0,0,281.39
"I-1007258","Whs-42","2019-12-29","Regular","A",NA,"Apple Scones","Dept-01","2,031 customers",0,12,"42","$9.99",0,119.88,163,8.5,0,5.39,296.77
"I-1007258","Whs-43","2019-12-29","Regular","A",NA,"Apple Scones","Dept-01","1,860 customers",0,8,"38","$9.99",2.4,82.32,163,8.5,0,0,253.82
"I-1007258","Whs-44","2019-12-29","Regular","A",NA,"Apple Scones","Dept-01","3,196 customers",0,10,"45","$9.99",6,105.9,163,8.5,0,0,277.4
"I-1007258","Whs-45","2019-12-29","Regular","A",NA,"Apple Scones","Dept-01","1,836 customers",0,4,"29","$9.99",1.2,41.16,163,8.5,0,15.44,228.1
"I-1007258","Whs-46","2019-12-29","Regular","A",NA,"Apple Scones","Dept-01","3,025 customers",0,11,"44","$9.99",0,109.89,163,8.5,0,0,281.39
"I-1007258","Whs-47","2019-12-29","Regular","A",NA,"Apple Scones","Dept-01","2,501 customers",0,10,"41","$9.99",0,99.9,163,8.5,0,27.57,298.97
"I-1007258","Whs-48","2019-12-29","Regular","A",NA,"Apple Scones","Dept-01","4,369 customers",0,12,"47","$9.99",0,119.88,163,8.5,0,0,291.38
"I-1007258","Whs-49","2019-12-29","Regular","A",NA,"Apple Scones","Dept-01","4,907 customers",0,10,"66","$9.99",6,105.9,163,8.5,0,0,277.4
"I-1007258","Whs-50","2019-12-29","Regular","A",NA,"Apple Scones","Dept-01","3,413 customers",0,8,"25","$9.99",2.4,82.32,163,8.5,0,3.49,257.31
"I-1007258","Whs-51","2019-12-29","Regular","A",NA,"Apple Scones","Dept-01","1,855 customers",0,12,"24","$9.99",0,119.88,163,8.5,0,5.39,296.77
"I-1007258","Whs-52","2019-12-29","Regular","A",NA,"Apple Scones","Dept-01","2,690 customers",0,8,"19","$9.99",2.4,82.32,163,8.5,0,0,253.82
"I-1007258","Whs-53","2019-12-29","Regular","A",NA,"Apple Scones","Dept-01","2,484 customers",0,12,"30","$9.99",0,119.88,163,8.5,0,0,291.38
"I-1007258","Whs-54","2019-12-29","Regular","A",NA,"Apple Scones","Dept-01","3,505 customers",0,12,"65","$9.99",7.2,127.08,163,8.5,0,0,298.58
"I-1007258","Whs-55","2019-12-29","Regular","A",NA,"Apple Scones","Dept-01","2,786 customers",0,15,"61","$9.99",0,149.85,163,8.5,0,0,321.35
"I-1007258","Whs-56","2019-12-29","Regular","A",NA,"Apple Scones","Dept-01","2,315 customers",0,12,"46","$9.99",3.6,123.48,163,8.5,0,11.32,306.3
"I-1007258","Whs-57","2019-12-29","Regular","A",NA,"Apple Scones","Dept-01","4,125 customers",0,12,"48","$9.99",0,119.88,163,8.5,0,0,291.38
"I-1007258","Whs-58","2019-12-29","Regular","A",NA,"Apple Scones","Dept-01","1,501 customers",0,7,"34","$9.99",4.2,74.13,163,8.5,0,13.77,259.4
"I-1007258","Whs-59","2019-12-29","Regular","A",NA,"Apple Scones","Dept-01","1,553 customers",0,7,"35","$9.99",0,69.93,163,8.5,0,0,241.43
"I-1007258","Whs-60","2019-12-29","Regular","A",NA,"Apple Scones","Dept-01","1,785 customers",0,8,"25","$9.99",0,79.92,163,8.5,0,0,251.42
"I-1007258","Whs-61","2019-12-29","Regular","A",NA,"Apple Scones","Dept-01","2,076 customers",0,12,"27","$9.99",0,119.88,142.8,8.5,0,3.39,274.57
"I-1007258","Whs-62","2019-12-29","Regular","A",NA,"Apple Scones","Dept-01","1,201 customers",0,6,"13","$9.99",1.8,61.74,163,8.5,0,13.38,246.62
"I-1007258","Whs-63","2019-12-29","Regular","A",NA,"Apple Scones","Dept-01","3,888 customers",0,9,"52","$9.99",0,89.91,163,8.5,0,0,261.41
"I-1007258","Whs-64","2019-12-29","Regular","B",NA,"Cinnamon and Apple Biscuits","Dept-02","2,462 customers",0,13,"37","$9.99",3.25,133.12,163,8.5,0,0,304.62
"I-1007258","Whs-65","2019-12-29","Regular","B",NA,"Cinnamon and Apple Biscuits","Dept-02","1,166 customers",0,10,"20","$9.99",0,99.9,163,8.5,0,19.99,291.39
"I-1007258","Whs-66","2019-12-29","Regular","B",NA,"Cinnamon and Apple Biscuits","Dept-02","5,890 customers",0,15,"68","$9.99",3.75,153.6,163,8.5,0,0,325.1
"I-1007258","Whs-67","2019-12-29","Regular","B",NA,"Cinnamon and Apple Biscuits","Dept-02","3,739 customers",0,13,"35","$9.99",3.25,133.12,163,8.5,0,0,304.62
"I-1007258","Whs-68","2019-12-29","Regular","B",NA,"Cinnamon and Apple Biscuits","Dept-02","2,955 customers",0,18,"45","$9.99",0,179.82,163,8.5,0,0,351.32
"I-1007258","Whs-69","2019-12-29","Regular","B",NA,"Cinnamon and Apple Biscuits","Dept-02","2,567 customers",0,11,"37","$9.99",0,109.89,163,8.5,0,17.99,299.38
"I-1007258","Whs-70","2019-12-29","Regular","B",NA,"Cinnamon and Apple Biscuits","Dept-02","4,668 customers",0,15,"82","$9.99",0,149.85,163,8.5,0,0,321.35
"I-1007258","Whs-71","2019-12-29","Regular","B",NA,"Cinnamon and Apple Biscuits","Dept-02","4,108 customers",0,14,"41","$9.99",0,139.86,163,8.5,0,0,311.36
"I-1007258","Whs-72","2019-12-29","Regular","B",NA,"Cinnamon and Apple Biscuits","Dept-02","4,899 customers",0,13,"62","$9.99",3.25,133.12,163,8.5,0,15.36,319.98
"I-1007258","Whs-73","2019-12-29","Regular","B",NA,"Cinnamon and Apple Biscuits","Dept-02","3,242 customers",0,18,"42","$9.99",0,179.82,163,8.5,0,14.99,366.31
"I-1007258","Whs-74","2019-12-29","Regular","B",NA,"Cinnamon and Apple Biscuits","Dept-02","3,707 customers",0,14,"35","$9.99",3.5,143.36,163,8.5,0,0,314.86
"I-1007258","Whs-75","2019-12-29","Regular","B",NA,"Cinnamon and Apple Biscuits","Dept-02","3,632 customers",0,17,"46","$9.99",0,169.83,163,8.5,0,0,341.33
"I-1007258","Whs-76","2019-12-29","Regular","B",NA,"Cinnamon and Apple Biscuits","Dept-02","4,688 customers",0,15,"70","$9.99",3.75,153.6,163,8.5,0,15.36,340.46
"I-1007258","Whs-77","2019-12-29","Regular","B",NA,"Cinnamon and Apple Biscuits","Dept-02","2,450 customers",0,10,"22","$9.99",2.5,102.4,163,8.5,0,0,273.9
"I-1007258","Whs-78","2019-12-29","Regular","B",NA,"Cinnamon and Apple Biscuits","Dept-02","2,892 customers",0,12,"32","$9.99",3,122.88,163,8.5,0,0,294.38
"I-1007258","Whs-79","2019-12-29","Regular","B",NA,"Cinnamon and Apple Biscuits","Dept-02","3,985 customers",0,19,"54","$9.99",0,189.81,163,8.5,0,0,361.31
"I-1007258","Whs-80","2019-12-29","Regular","B",NA,"Cinnamon and Apple Biscuits","Dept-02","3,214 customers",0,12,"13","$9.99",0,119.88,163,8.5,0,0,291.38
"I-1007258","Whs-81","2019-12-29","Regular","B",NA,"Cinnamon and Apple Biscuits","Dept-02","4,294 customers",0,16,"40","$9.99",0,159.84,163,8.5,0,0,331.34
"I-1007258","Whs-82","2019-12-29","Regular","B",NA,"Cinnamon and Apple Biscuits","Dept-02","2,629 customers",0,15,"17","$9.99",3.75,153.6,163,8.5,0,0,325.1
"I-1007258","Whs-83","2019-12-29","Regular","B",NA,"Cinnamon and Apple Biscuits","Dept-02","3,065 customers",0,8,"52","$9.99",0,79.92,163,8.5,0,0,251.42
"I-1007258","Whs-84","2019-12-29","Regular","B",NA,"Cinnamon and Apple Biscuits","Dept-02","3,038 customers",0,18,"59","$9.99",0,179.82,163,8.5,0,0,351.32
"I-1007258","Whs-85","2019-12-29","Regular","B",NA,"Cinnamon and Apple Biscuits","Dept-02","1,719 customers",0,14,"24","$9.99",0,139.86,163,8.5,0,0,311.36
"I-1007258","Whs-86","2019-12-29","Regular","B",NA,"Cinnamon and Apple Biscuits","Dept-02","3,812 customers",0,16,"37","$9.99",0,159.84,163,8.5,10.8903,0,342.2303
"I-1007258","Whs-87","2019-12-29","Regular","B",NA,"Cinnamon and Apple Biscuits","Dept-02","3,872 customers",0,16,"34","$9.99",0,159.84,163,8.5,0,19.99,351.33
"I-1007258","Whs-88","2019-12-29","Regular","B",NA,"Cinnamon and Apple Biscuits","Dept-02","2,598 customers",0,12,"47","$9.99",0,119.88,163,8.5,0,0,291.38
"I-1007258","Whs-89","2019-12-29","Regular","B",NA,"Cinnamon and Apple Biscuits","Dept-02","2,846 customers",0,10,"29","$9.99",0,99.9,163,8.5,0,0,271.4
"I-1007258","Whs-90","2019-12-29","Regular","B",NA,"Cinnamon and Apple Biscuits","Dept-02","36,661 customers",0,10,"41","$9.99",0,99.9,163,8.5,0,0,271.4
"I-1007258","Whs-91","2019-12-29","Regular","B",NA,"Cinnamon and Apple Biscuits","Dept-02","3,348 customers",0,10,"36","$9.99",0,99.9,163,8.5,10.8903,0,282.2903
"I-1007258","Whs-92","2019-12-29","Regular","B",NA,"Cinnamon and Apple Biscuits","Dept-02","2,406 customers",0,15,"49","$9.99",0,149.85,163,8.5,10.8903,0,332.2403
"I-1007258","Whs-93","2019-12-29","Regular","B",NA,"Cinnamon and Apple Biscuits","Dept-02","3,146 customers",0,12,"56","$9.99",0,119.88,163,8.5,0,8.99,300.37
"I-1007258","Whs-94","2019-12-29","Regular","B",NA,"Cinnamon and Apple Biscuits","Dept-02","3,302 customers",0,17,"44","$9.99",0,169.83,163,8.5,0,0,341.33
"I-1007258","Whs-95","2019-12-29","Regular","B",NA,"Cinnamon and Apple Biscuits","Dept-02","4,399 customers",0,15,"43","$9.99",0,149.85,163,8.5,0,26.99,348.34
"I-1007258","Whs-96","2019-12-29","Regular","B",NA,"Cinnamon and Apple Biscuits","Dept-02","3,029 customers",0,21,"41","$9.99",0,209.79,163,8.5,0,0,381.29
"I-1007258","Whs-97","2019-12-29","Regular","B",NA,"Cinnamon and Apple Biscuits","Dept-02","2,751 customers",0,12,"26","$9.99",0,119.88,163,8.5,0,0,291.38
"I-1007258","Whs-98","2019-12-29","Regular","B",NA,"Cinnamon and Apple Biscuits","Dept-02","3,811 customers",0,10,"25","$9.99",0,99.9,163,8.5,0,0,271.4
"I-1007258","Whs-99","2019-12-29","Regular","B",NA,"Cinnamon and Apple Biscuits","Dept-02","3,977 customers",0,22,"85","$9.99",0,219.78,163,8.5,0,0,391.28
"I-1007258","Whs-100","2019-12-29","Regular","B",NA,"Cinnamon and Apple Biscuits","Dept-02","4,452 customers",0,14,"55","$9.99",0,139.86,163,8.5,0,0,311.36
"I-1007258","Whs-101","2019-12-29","Regular","B",NA,"Cinnamon and Apple Biscuits","Dept-02","4,904 customers",0,22,"38","$9.99",0,219.78,163,8.5,0,0,391.28
"I-1007258","Whs-102","2019-12-29","Regular","B",NA,"Cinnamon and Apple Biscuits","Dept-02","3,741 customers",0,22,"61","$9.99",0,219.78,163,8.5,10.8903,0,402.1703
"I-1007258","Whs-103","2019-12-29","Regular","B",NA,"Cinnamon and Apple Biscuits","Dept-02","2,139 customers",0,16,"31","$9.99",0.01,159.85,163,8.5,0,0,331.35
"I-1007258","Whs-104","2019-12-29","Regular","B",NA,"Cinnamon and Apple Biscuits","Dept-02","2,510 customers",0,10,"13","$9.99",0,99.9,163,8.5,0,0,271.4
"I-1007258","Whs-105","2019-12-29","Regular","B",NA,"Cinnamon and Apple Biscuits","Dept-02","2,935 customers",0,19,"44","$9.99",0,189.81,163,8.5,0,14.99,376.3
"I-1007258","Whs-106","2019-12-29","Regular","B",NA,"Cinnamon and Apple Biscuits","Dept-02","3,145 customers",0,16,"39","$9.99",0,159.84,163,8.5,0,14.99,346.33
"I-1007258","Whs-107","2019-12-29","Regular","B",NA,"Cinnamon and Apple Biscuits","Dept-02","2,953 customers",0,16,"40","$9.99",0,159.84,163,8.5,0,14.99,346.33
"I-1007258","Whs-108","2019-12-29","Regular","B",NA,"Cinnamon and Apple Biscuits","Dept-02","3,347 customers",0,26,"70","$9.99",0,259.74,163,8.5,0,0,431.24
"I-1007258","Whs-109","2019-12-29","Regular","B",NA,"Cinnamon and Apple Biscuits","Dept-02","2,504 customers",0,12,"35","$9.99",0,119.88,163,8.5,0,0,291.38
"I-1007258","Whs-110","2019-12-29","Regular","B",NA,"Cinnamon and Apple Biscuits","Dept-02","2,792 customers",0,10,"34","$9.99",0,99.9,163,8.5,0,0,271.4
"I-1007258","Whs-111","2019-12-29","Regular","B",NA,"Cinnamon and Apple Biscuits","Dept-02","4,550 customers",0,20,"56","$9.99",5,204.8,163,8.5,0,15.36,391.66
"I-1007258","Whs-112","2019-12-29","Regular","B",NA,"Cinnamon and Apple Biscuits","Dept-02","3,737 customers",0,11,"39","$9.99",2.75,112.64,163,8.5,0,15.36,299.5
"I-1007258","Whs-113","2019-12-29","Regular","B",NA,"Cinnamon and Apple Biscuits","Dept-02","2,228 customers",0,12,"20","$9.99",3,122.88,163,8.5,0,0,294.38
"I-1007258","Whs-114","2019-12-29","Regular","B",NA,"Cinnamon and Apple Biscuits","Dept-02","3,140 customers",0,10,"50","$9.99",2.5,102.4,163,8.5,0,0,273.9
"I-1007258","Whs-115","2019-12-29","Regular","B",NA,"Cinnamon and Apple Biscuits","Dept-02","2,224 customers",0,11,"27","$9.99",0,109.89,163,8.5,0,19.99,301.38
"I-1007258","Whs-116","2019-12-29","Regular","B",NA,"Cinnamon and Apple Biscuits","Dept-02","3,754 customers",0,14,"32","$9.99",0,139.86,163,8.5,0,0,311.36
"I-1007258","Whs-117","2019-12-29","Regular","B",NA,"Cinnamon and Apple Biscuits","Dept-02","2,713 customers",0,10,"40","$9.99",0,99.9,163,8.5,0,18.99,290.39
"I-1007258","Whs-118","2019-12-29","Regular","B",NA,"Cinnamon and Apple Biscuits","Dept-02","2,712 customers",0,18,"40","$9.99",0,179.82,163,8.5,10.8903,19.99,382.2003
"I-1007258","Whs-119","2019-12-29","Regular","B",NA,"Cinnamon and Apple Biscuits","Dept-02","1,798 customers",0,9,"30","$9.99",0,89.91,163,8.5,0,8.99,270.4
"I-1007258","Whs-120","2019-12-29","Regular","B",NA,"Cinnamon and Apple Biscuits","Dept-02","4,787 customers",0,15,"55","$9.99",0,149.85,163,8.5,0,0,321.35
"I-1007258","Whs-121","2019-12-29","Regular","B",NA,"Cinnamon and Apple Biscuits","Dept-02","1,480 customers",0,10,"37","$9.99",0,99.9,163,8.5,0,0,271.4
"I-1007258","Whs-122","2019-12-29","Regular","B",NA,"Cinnamon and Apple Biscuits","Dept-02","2,118 customers",0,10,"9","$9.99",0,99.9,163,8.5,0,0,271.4
"I-1007258","Whs-123","2019-12-29","Regular","B",NA,"Cinnamon and Apple Biscuits","Dept-02","5,105 customers",0,10,"44","$9.99",0,99.9,163,8.5,0,0,271.4
"I-1007258","Whs-124","2019-12-29","Regular","B",NA,"Cinnamon and Apple Biscuits","Dept-02","2,822 customers",0,8,"35","$9.99",0,79.92,163,8.5,0,17.99,269.41
"I-1007258","Whs-125","2019-12-29","Regular","B",NA,"Cinnamon and Apple Biscuits","Dept-02","1,910 customers",0,10,"66","$9.99",0,99.9,163,8.5,0,19.99,291.39
"I-1007258","Whs-126","2019-12-29","Regular","B",NA,"Cinnamon and Apple Biscuits","Dept-02","3,225 customers",0,12,"36","$9.99",3,122.88,163,8.5,0,0,294.38
"I-1007258","Whs-127","2019-12-29","Regular","B",NA,"Cinnamon and Apple Biscuits","Dept-02","3,576 customers",0,19,"58","$9.99",0,189.81,163,8.5,0,0,361.31
"I-1007258","Whs-128","2019-12-29","Regular","B",NA,"Cinnamon and Apple Biscuits","Dept-02","2,455 customers",0,22,"47","$9.99",0,219.78,163,8.5,0,0,391.28
"I-1007258","Whs-129","2019-12-29","Regular","B",NA,"Cinnamon and Apple Biscuits","Dept-02","2,518 customers",0,9,"47","$9.99",0,89.91,163,8.5,0,14.99,276.4
"I-1007258","Whs-130","2019-12-29","Regular","B",NA,"Cinnamon and Apple Biscuits","Dept-02","1,374 customers",0,12,"35","$9.99",3,122.88,163,8.5,0,0,294.38
"I-1007258","Whs-131","2019-12-29","Regular","B",NA,"Cinnamon and Apple Biscuits","Dept-02","2,729 customers",0,6,"50","$9.99",0,59.94,163,8.5,0,0,231.44
"I-1007258","Whs-132","2019-12-29","Regular","B",NA,"Cinnamon and Apple Biscuits","Dept-02","3,104 customers",0,13,"28","$9.99",0,129.87,163,8.5,0,0,301.37
"I-1007258","Whs-133","2019-12-29","Regular","B",NA,"Cinnamon and Apple Biscuits","Dept-02","3,387 customers",0,20,"61","$9.99",0,199.8,163,8.5,0,0,371.3
"I-1007258","Whs-134","2019-12-29","Regular","B",NA,"Cinnamon and Apple Biscuits","Dept-02","3,563 customers",0,15,"67","$9.99",0,149.85,163,8.5,0,0,321.35
"I-1007258","Whs-135","2019-12-29","Regular","B",NA,"Cinnamon and Apple Biscuits","Dept-02","1,909 customers",0,12,"65","$9.99",0,119.88,163,8.5,0,0,291.38
"I-1007258","Whs-136","2019-12-29","Regular","B",NA,"Cinnamon and Apple Biscuits","Dept-02","4,204 customers",0,14,"34","$9.99",0,139.86,163,8.5,0,0,311.36
"I-1007258","Whs-137","2019-12-30","Regular","B",NA,"Cinnamon and Apple Biscuits","Dept-02","2,145 customers",0,14,"25","$9.99",0,139.86,163,8.5,0,0,311.36
"I-1007258","Whs-138","2019-12-31","Regular","A",NA,"Apple Scones","Dept-01","4,732 customers",0,8,"36","$9.99",0,79.92,163,8.5,0,0,251.42
"I-1007258","Whs-139","2019-12-31","Regular","B",NA,"Cinnamon and Apple Biscuits","Dept-02","1,949 customers",0,7,"23","$9.99",0,69.93,163,8.5,0,0,241.43
"I-1007258","Whs-85","2019-12-31","Regular","B",NA,"Cinnamon and Apple Biscuits","Dept-02","1,243 customers",0,7,"6","$9.99",0,69.93,163,8.5,0,0,241.43
"I-1007258","Whs-121","2019-12-31","Regular","B",NA,"Cinnamon and Apple Biscuits","Dept-02","1,213 customers",0,11,"32","$9.99",0,109.89,163,8.5,0,0,281.39
"I-956952","Whs-140","2020-01-01","Regular","C",NA,"Cinnamon and Apple Muffins","Dept-02","3,074 customers",0,11,"18","$9.99",0,109.89,163,8.5,12.005,11.99,305.385
"I-956952","Whs-141","2020-01-01","Regular","C",NA,"Cinnamon and Apple Muffins","Dept-02","2,952 customers",0,11,"29","$9.99",0,109.89,163,8.5,0,0,281.39
"I-956952","Whs-142","2020-01-01","Regular","C",NA,"Cinnamon and Apple Muffins","Dept-02","5,048 customers",0,21,"69","$9.99",0,209.79,163,8.5,0,14.99,396.28
"I-956952","Whs-143","2020-01-01","Regular","C",NA,"Cinnamon and Apple Muffins","Dept-02","4,254 customers",0,24,"80","$9.99",3.96,243.72,163,8.5,0,12.19,427.41
"I-956952","Whs-144","2020-01-01","Regular","C",NA,"Cinnamon and Apple Muffins","Dept-02","5,570 customers",0,16,"32","$9.99",0,159.84,163,8.5,0,0,331.34
"I-956952","Whs-145","2020-01-01","Regular","C",NA,"Cinnamon and Apple Muffins","Dept-02","3,376 customers",0,18,"51","$9.99",3.24,183.06,163,8.5,0,0,354.56
"I-956952","Whs-146","2020-01-01","Regular","C",NA,"Cinnamon and Apple Muffins","Dept-02","3,934 customers",0,13,"37","$9.99",0,129.87,163,8.5,0,0,301.37
"I-956952","Whs-147","2020-01-01","Regular","C",NA,"Cinnamon and Apple Muffins","Dept-02","2,959 customers",0,10,"23","$9.99",4.35,104.25,163,8.5,0,22.73,298.48
"I-956952","Whs-148","2020-01-01","Regular","C",NA,"Cinnamon and Apple Muffins","Dept-02","3,584 customers",0,21,"62","$9.99",0,209.79,163,8.5,0,11.99,393.28
"I-956952","Whs-149","2020-01-01","Regular","C",NA,"Cinnamon and Apple Muffins","Dept-02","4,144 customers",0,20,"47","$9.99",0,199.8,163,8.5,0,11.99,383.29
"I-956952","Whs-150","2020-01-01","Regular","C",NA,"Cinnamon and Apple Muffins","Dept-02","3,618 customers",0,5,"76","$9.99",0,49.95,163,8.5,0,0,221.45
"I-956952","Whs-151","2020-01-01","Regular","C",NA,"Cinnamon and Apple Muffins","Dept-02","3,171 customers",0,12,"37","$9.99",0,119.88,149.6,8.5,0,0,277.98
"I-956952","Whs-152","2020-01-01","Regular","C",NA,"Cinnamon and Apple Muffins","Dept-02","2,269 customers",0,12,"27","$9.99",2.4,122.28,156.4,8.5,0,12.23,299.41
"I-956952","Whs-153","2020-01-01","Regular","C",NA,"Cinnamon and Apple Muffins","Dept-02","3,350 customers",0,17,"44","$9.99",0,169.83,163,8.5,0,11.99,353.32
